phi,delta,H,G
0.174,0.0,2.8139214348160966,0.35275610326994994
0.17400140620462728,1.8329639769530448e-07,2.8093520516802983,0.3942297626163816
0.17400562175029194,7.608100700736424e-07,2.80465046365153,0.43555324119642
0.17401264193544358,1.7738646428635549e-06,2.7998163817026853,0.4767248033369892
0.17402246192224874,3.2636183010277536e-06,2.7948495261781563,0.5177427136741122
0.17403507653861247,5.270381167554098e-06,2.7897496430285638,0.5586052911410696
0.17405048061484804,7.83481672701028e-06,2.784516475832161,0.5993108137856858
0.17406866898109127,1.0997893290889342e-05,2.779149766369461,0.6398575227592961
0.17408963632816993,1.4800387561754395e-05,2.7736492661851573,0.6802436616446638
0.17411337720760384,1.9282884633238624e-05,2.7680147365881287,0.7204674764559813
0.17413988603160477,2.4485777990045267e-05,2.762245948651435,0.7605272156388694
0.17416915707307656,3.044926950794767e-05,2.7563426832123206,0.800421130070378
0.17420118446561494,3.721336945378924e-05,2.750304730872212,0.8401474730589852
0.17423596220350776,4.4817896485483445e-05,2.7441318919967195,0.8797045003445987
0.17427348414173474,5.330247765201379e-05,2.7378239767156334,0.9190904700985529
0.1743137439959677,6.270654839343393e-05,2.7313808049229307,0.9583036429236134
0.1743567353425704,7.306935254086757e-05,2.7248022062767694,0.9973422818539726
0.1744024516185986,8.442994231650843e-05,2.718088020199491,1.0362046523552524
0.1744508861218001,9.682717833362037e-05,2.7112380958776194,1.0748890223245027
0.17450203201061465,0.0001102997295965372,2.704252292261862,1.1133936620902032
0.17455588230417401,0.00012488607350066307,2.697130478067109,1.1517168444122616
0.17461242988230194,0.0001406244958324719,2.689872531772432,1.1898568444820137
0.17467166748551421,0.00015755309076950782,2.682478341621089,1.2278119399222254
0.17473358771501857,0.00017570976088038503,2.6749478056205165,1.2655804107870896
0.17479818303271474,0.0001951322171247879,2.667280831542339,1.3031605395622294
0.1748654457611945,0.00021585797885347055,2.6594773369223588,1.3405506111646956
0.17493536808374158,0.00023792437380825763,2.651537249060565,1.377748912942968
0.1750079420443317,0.0002613685381220434,2.6434605050211273,1.4147537346769552
0.17508315954763265,0.00028622741631879244,2.6352470516323994,1.451563368577994
0.1751610123590041,0.0003125377613135397,2.626896845486918,1.4881761092888506
0.17524149210449785,0.0003403361344123893,2.618409852941403,1.5245902538837188
0.17532459027085756,0.00036965890531251655,2.609786050116755,1.5608041018682226
0.175410298205519,0.0004005422521021659,2.6010254228980614,1.596815955179413
0.17549860711660986,0.0004330221612606526,2.5921279669345885,1.6326241181857717
0.1755895080729499,0.0004671344276583614,2.5830936876397876,1.6682268976872066
0.17568299200405077,0.0005029146545567476,2.573922600191294,1.703622602915056
0.17577904970011624,0.0005403982536083357,2.564614729530924,1.7388095455320862
0.17587767181204197,0.0005796204448567213,2.5551701103646765,1.773786039632493
0.1759788488514157,0.00062061625673657,2.545588787162736,1.8085504017418996
0.17608257118467943,0.0006634204945022886,2.5358708147442055,1.8431009533422675
0.17618882811021752,0.0007080627556347594,2.5260163506887987,1.8774364191600539
0.17629760917183587,0.0007545745113706003,2.516025524035637,1.911555360133573
0.17640890450951832,0.0008029909258334605,2.5058984007797664,1.945456029121997
0.17652270412687684,0.0008533468820780096,2.4956350573395794,1.9791366890046103
0.17663899789115142,0.0009056769820899374,2.4852355805568105,2.0125956126808107
0.17675777553321007,0.0009600155467859551,2.4747000676965363,2.0458310830701114
0.17687902664754881,0.001016396616013794,2.464028626447177,2.0788413931121372
0.17700274069229174,0.0010748539485522057,2.4532213749204943,2.111624845766627
0.177128906989191,0.0011354210221109625,2.442278441651595,2.144179754013434
0.17725751472362675,0.0011981310333308575,2.4311999655989256,2.176504440852523
0.1773885529446072,0.0012630168977837036,2.4199860961442785,2.208597239303975
0.17752201056476857,0.001330111249972335,2.408636993092788,2.2404564924079833
0.17765787636037517,0.0013994464433306065,2.3971528266729307,2.272080553224854
0.1777961389713193,0.0014710545502233923,2.3855337775365246,2.303467784835007
0.17793678690112133,0.0015449673619465888,2.3737800367587343,2.334616560338978
0.17807980851692962,0.0016212163887271117,2.3618918058380634,2.3655252628574126
0.17822519204952067,0.001699832859722898,2.3498692966963612,2.396192285531073
0.1783729255932989,0.001780847723022904,2.337712731678818,2.4266160315208327
0.17852299710629682,0.0018642916456471084,2.325422343553967,2.456794914007682
0.178675394410175,0.001950195013546509,2.312998375513686,2.4867273561927195
0.17883010519022202,0.0020385879316031238,2.3004410811731932,2.516411791297162
0.1789871169953545,0.0021295002236299933,2.2877507245710516,2.545846662562339
0.1791464172381171,0.002222961432371177,2.274927580169166,2.5750304232496917
0.17930799319468255,0.002319000819501755,2.2619719328527843,2.6039615366407767
0.17947183200485156,0.0024176473656278286,2.248884077930497,2.632638476037263
0.17963792067205292,0.0025189297702865186,2.235664321134238,2.6610597247609333
0.17980624606334344,0.002622876451945968,2.222312978619283,2.689223776153685
0.179976794909408,0.0027295155480053387,2.2088303769642517,2.7171291335775276
0.18014955380455946,0.002838874914794813,2.195216853171107,2.7447743104145848
0.18032450920673876,0.0029509821275755955,2.1814727546651516,2.772157830067094
0.1805016474375149,0.0030658644805399114,2.1675984392950354,2.7992782259574054
0.18068095468208484,0.0031835489868110036,2.1535942753327464,2.826134041527984
0.18086241698927366,0.0033040623784431366,2.1394606414736206,2.8527238302414077
0.18104602027153444,0.0034274311064215962,2.125197926836332,2.879046155580367
0.18123175030494829,0.003553681340662692,2.1108065309629005,2.905099591047668
0.1814195927292244,0.0036828389700137494,2.0962868638186882,2.9308827201662293
0.18160953304769992,0.003814929602253114,2.0816393457923983,2.956394136479082
0.18180155662734013,0.003949978564090155,2.0668644076960807,2.981632443549372
0.1819956486987383,0.004088010901165259,2.051962490765123,3.006596254960359
0.18219179435611577,0.004229051378049839,2.0369340466582604,3.031284194315415
0.1823899785573218,0.004373124478246321,2.0217795374575673,3.0556948952380267
0.1825901861238339,0.004520254404188156,2.0064994356684633,3.0798270013717937
0.18279240174075742,0.004670465077239814,1.9910942242197098,3.10367916638043
0.18299660995682587,0.004823780137696788,1.9755643964634113,3.1272500539477623
0.18320279518440072,0.004980222944785586,1.959910456175014,3.1505383377777307
0.18341094169947153,0.005139816576663746,1.9441329175533097,3.17354270159439
0.1836210336416559,0.005302583830419815,1.9282323052204302,3.1962618391419064
0.18383305501419944,0.005468547222073369,1.9122091542218518,3.218694454184563
0.18404698968397581,0.005637728986574999,1.8960640100263928,3.240839260506753
0.1842628213814867,0.005810151077806323,1.8797974285262147,3.2626949819129845
0.18448053370086184,0.0059858351685799765,1.8634099760368212,3.284260352227881
0.18470011009985904,0.006164802650639613,1.846902229297059,3.3055341152961764
0.18492153389986407,0.0063470746346599065,1.830274775469119,3.3265150249827204
0.1851447882858908,0.006532671950246556,1.8135282121385334,3.347201845172475
0.18536985630658112,0.006721615145936279,1.7966631473141779,3.367593349770517
0.18559672087420495,0.00691392448919681,1.7796801994282698,3.3876883227020347
0.1858253647646603,0.007109619966426912,1.7625799973363727,3.4074855579123318
0.1860557706174731,0.00730872128295636,1.7453631803173877,3.4269838593668265
0.18628792093579744,0.00751124786304595,1.7280303980735627,3.4461820410510464
0.1865217980864154,0.007717218849887512,1.7105823107304883,3.465078926970637
0.18675738429973707,0.007926653105603873,1.6930195888370958,3.4836733511513556
0.18699466166980064,0.008139569211248905,1.6753429133656612,3.5019641576390717
0.1872336121542723,0.008355985466807487,1.6575529757118026,3.519950200499772
0.18747421757444627,0.008575919891195513,1.6396504776944794,3.537630343819553
0.18771645961524483,0.008799390222259914,1.6216361315559977,3.5550034617046267
0.1879603198252183,0.009026413916778624,1.6035106599620037,3.5720684382813177
0.188205779616545,0.009257008150460615,1.585274796001485,3.588824167696065
0.18845282112843634,0.00949118583317534,1.566929275370185,3.605269904300783
0.18870142947640214,0.009728946122316362,1.548474808099246,3.6214060975659743
0.18895158628544761,0.009970304692052387,1.529912133279733,3.637231733426603
0.1892032726246127,0.01021527912989897,1.5112420018139043,3.6527456168754906
0.1894564694882401,0.010463886652249005,1.492465172616307,3.6679465726621
0.1897111577959753,0.010716144104372709,1.4735824126137755,3.682833445292538
0.18996731839276657,0.010972067960417631,1.4545944967454323,3.6974050990295453
0.19022493204886504,0.011231674323408661,1.4355022079626911,3.71166041789251
0.19048397945982454,0.01149497892524801,1.416306337229252,3.7255983056574604
0.1907444412465018,0.011761997126715223,1.3970076835211058,3.739217685857061
0.19100629795505625,0.012032743917467182,1.3776070538265288,3.7525175017806225
0.1912695300569502,0.012307233916038093,1.3581052631460906,3.7654967164740936
0.19153411794894865,0.012585481369839502,1.3385031344926455,3.778154312740065
0.19180004195311948,0.01286750015516027,1.3188014988913375,3.7904892931377687
0.19206728231683337,0.013153303777166617,1.2990011953796003,3.8025006799830767
0.19233581921276374,0.013442905369902072,1.2791030710071556,3.8141875153485025
0.19260563273888684,0.013736317696287501,1.2591079808360126,3.8255488610632
0.1928767029184817,0.014033553148121105,1.2390167879404725,3.8365837987129656
0.19314900970013013,0.014334623746078412,1.2188303634071207,3.8472914296402343
0.19342253295771678,0.014639541139712286,1.1985495863348354,3.8576708749440836
0.19369725249042904,0.014948316607452921,1.1781753438347802,3.867721275480232
