phi,delta,H,G
0.174,0.0,2.813921434816096,0.35275610326994994
0.17400140622530946,1.8310960938358238e-07,2.8094785045557735,0.39311104555018184
0.1740056219189001,7.59318484948466e-07,2.804912860206988,0.4333243440870252
0.17401264251516202,1.7688400562475542e-06,2.800224228271799,0.4733944491543888
0.17402246332203136,3.251732514742712e-06,2.795412343357157,0.5133198109734766
0.17403507934017698,5.247291037651677e-06,2.790476961961815,0.5530989251378162
0.17405048557103206,7.795117837153108e-06,2.785417838682871,0.5927302525166613
0.17406867701389742,1.0935078617223472e-05,2.7802347267359746,0.6322122226207472
0.17408964853864764,1.4706860426587665e-05,2.7749273877876393,0.6715432666965857
0.17411339488573113,1.9149971658719012e-05,2.769495591955244,0.7107218177264673
0.17413991066617007,2.430374205183925e-05,2.763939117807035,0.7497463104284589
0.1741691903615605,3.0207322688918582e-05,2.758257752362126,0.7886151812564058
0.17420122832407217,3.6899685997675616e-05,2.7524512910904924,0.8273268683999305
0.1742360187764487,4.441962575057739e-05,2.7465195379129788,0.8658798117844327
0.17427355581200746,5.280575706483934e-05,2.7404623052012944,0.9042724530710902
0.17431383339463966,6.209651640242539e-05,2.7342794137780153,0.9425032356568572
0.17435684535881021,7.233016157004788e-05,2.7279706929165815,0.9805706046744668
0.174402585409558,8.354477171916754e-05,2.7215359803413017,1.0184730069924284
0.17445104712249554,9.577824734599356e-05,2.7149751222273486,1.0562088912150298
0.1745022239438092,0.00010906831029148351,2.70828797320076,1.093776707682336
0.1745561091902592,0.00012345250374134356,2.701474396338443,1.1311749084701888
0.17461269604917948,0.00013896819222602804,2.694534263168166,1.1684019473902085
0.17467197757847783,0.00015565256162073984,2.6874674536685674,1.2054562799897923
0.17473394670663578,0.00017354261914543037,2.6802738562691495,1.242336363552115
0.17479859623270874,0.0001926751933647994,2.6729533678502815,1.2790406570961292
0.17486591882632582,0.00021308693418829503,2.6655058937431964,1.3155676213765646
0.17493590702769002,0.00023481431287011398,2.657931347729995,1.3519157188839286
0.1750085532475781,0.000257893622009201,2.6502296520436444,1.388083413844506
0.1750838497673406,0.00028236097554925005,2.642400737367976,1.4240691722203591
0.17516178873890187,0.0003082523087787026,2.6344445428376884,1.4598714617093278
0.17524236218476005,0.0003356033783307492,2.626361016038344,1.495488751745029
0.17532556199798713,0.0003644497621833285,2.6181501130063753,1.5309195134968583
0.1754113799422288,0.0003948268596591279,2.6098117982290763,1.5661622198699878
0.17549980765170464,0.0004267698914255826,2.601346044644609,1.6012153455053666
0.17559083663120797,0.0004603138994948771,2.5927528336420003,1.6360773667797228
0.17568445825610596,0.0004954937472239435,2.5840321550611463,1.670746761805561
0.17578066377233953,0.000532344119314463,2.575184007192803,1.7052220104311635
0.17587944429642338,0.0005708995218128644,2.5662083967785976,1.7395015942405894
0.1759807908154461,0.0006111942821103262,2.557105339011021,1.7735839965536766
0.17608469418100683,0.0006532625189106076,2.5478748580822193,1.8074677046895449
0.17619114414899886,0.0006971333980626247,2.53851707401286,1.8411515672018397
0.17630013073917666,0.0007428378638083061,2.5290320796739874,1.8746342858853406
0.17641164460289674,0.0007904103779489929,2.519419908162482,1.9079142857805824
0.17652567626334317,0.0008398851416979094,2.509680601683737,1.9409900001915297
0.17664221611552783,0.0008912960956801631,2.499814211551664,1.973859870685575
0.17676125442629015,0.0009446769199327454,2.489820798188689,2.0065223470935414
0.17688278133429727,0.0010000610339045304,2.4797004311257544,2.0389758875096784
0.17700678685004395,0.0010574815964562753,2.4694531890023166,2.071218958291666
0.17713326085585268,0.0011169715058606203,2.4590791595663513,2.103250034060613
0.17726219310587354,0.00117856339980209,2.448578439674347,2.1350675977010547
0.17739357322608432,0.0012422896553770909,2.43795113529131,2.166670140360959
0.17752739071429044,0.0013081823890939135,2.4271973614907596,2.1980561614517184
0.17766363494012505,0.001376273456872731,2.4163172424547343,2.2292241686481584
0.17780229514504883,0.0014465944540456,2.4053109114737863,2.2601726778885296
0.1779433604423503,0.0015191767153564613,2.394178510946983,2.290900213374514
0.17808681981714544,0.0015940513149611379,2.382920192381911,2.321405307571221
0.1782326621263781,0.0016712490664273357,2.3715361163946684,2.351686501207189
0.17838087609881959,0.0017508005227346447,2.360026452709872,2.3817423432743863
0.17853145033506906,0.0018327359762745383,2.348391380160653,2.4115713910282075
0.17868437330755318,0.001917085458850372,2.336631086688659,2.4411722099874784
0.1788396333605264,0.002003878741677384,2.3247457693440543,2.4705433739344524
0.17899721871007077,0.0020931453353826997,2.312735634285517,2.4996834649148134
0.17915711744409596,0.0021849144900053232,2.3006008967802414,2.528591073237672
0.17931931752233937,0.002279215194996143,2.2883417812039393,2.5572647974755665
0.17948380677636608,0.002376076179217933,2.2759585210408364,2.585703244464468
0.17965057290956873,0.0024755259109453484,2.263451358883675,2.6139050293037736
0.17981960349716775,0.002577592597864927,2.250820546433714,2.6418687753563095
0.17999088598621116,0.0026823041870750906,2.238066344500727,2.6695931142483316
0.1801644076955746,0.0027896883650861456,2.2251890230030025,2.697076685869523
0.18034015581596144,0.0028997725578202805,2.212188860967347,2.724318138372998
0.18051811740990273,0.0030125839306115653,2.199066146529082,2.7513161281752967
0.18069827941175712,0.003128149388205957,2.185821176932044,2.7780693199563906
0.18088062862771095,0.0032464955747612927,2.1724542585285853,2.8045763866596785
0.18106515173577822,0.0033676488738472914,2.158965706779577,2.830836009491988
0.1812518352858006,0.003491635408445563,2.1453558462544007,2.856846877923577
0.18144066569944742,0.0036184810409495925,2.131625010630957,2.882607689688131
0.18163162927021562,0.0037482113731647495,2.117773542695663,2.9081171507827634
0.1818247121634299,0.0038808517463082915,2.1038017943434513,2.9333739754680184
0.18201990041624255,0.0040164272410093535,2.0897101265777667,2.9583768862678665
0.18221717993763353,0.004154962677308956,2.0754989095105754,2.9831246139697103
0.1824165365084105,0.004296482614660006,2.061168522362356,3.0076158976243796
0.18261795578120874,0.0044410113519272884,2.0467193534621013,3.031849484546131
0.1828214232804912,0.004588572927387474,2.032151800247325,3.055824130312652
0.1830269244025485,0.004739191118729115,2.0174662692640526,3.079538598765059
0.18323444441549894,0.004892889443052652,2.0026631761668265,3.1029916620078977
0.18344396845928845,0.005049691156870402,1.9877429457187048,3.1261821004091406
0.18365548154569067,0.0052096192561065695,1.9727060117912623,3.1491087026001896
0.18386896855830678,0.005372696476097242,1.957552817364587,3.1717702654758764
0.1840844142525658,0.005538945291590386,1.9422838145272865,3.194165594194461
0.1843018032557243,0.0057083879167458594,1.926899464476481,3.216293502177632
0.1845211200668665,0.005881046305135395,1.911400237517808,3.2381528111105062
0.18474234905690431,0.006056942149742614,1.89578661306542,3.2597423509416315
0.18496547446857736,0.0062360968829630195,1.8800590796419872,3.2810609598829816
0.18519048041645286,0.006418531676603995,1.8642181348786928,3.302107484409961
0.18541735088692574,0.006604267441884815,1.8482642855152387,3.3228807792614026
0.1856460697382185,0.0067933248294366234,1.832198047399839,3.3433797074395657
0.1858766207003814,0.006985724229302463,1.816019945489227,3.363603140210144
